"","chr","pos","pval","padj"
"1838451","3R",5991905,8.61134782361271e-21,4.04374251551463e-17
"1838453","3R",5992236,1.11098993226351e-20,5.08773506789421e-17
"1838457","3R",5992882,1.90114379195865e-17,4.49470393276912e-14
"1838771","3R",6040609,3.7347228107912e-23,2.75702427728288e-19
"1838820","3R",6045448,6.40887192462948e-17,1.34233522045561e-13
"1838834","3R",6047170,1.22968652443613e-18,3.73805562354382e-15
"1838981","3R",6061282,8.44150538318647e-16,1.37753480870534e-12
"1839040","3R",6066462,3.71407586913661e-16,6.55822299593624e-13
"1839438","3R",6101829,3.57647091886884e-16,6.33701073880628e-13
"1839449","3R",6103437,9.61164291760842e-17,1.9315992788413e-13
"1839450","3R",6103438,1.87426599076655e-16,3.53257998408223e-13
"1839474","3R",6105866,4.90112146830975e-16,8.43872540238691e-13
"1839661","3R",6126807,1.95486505159286e-15,2.94308079449487e-12
"1840298","3R",6213595,5.56747360988179e-17,1.18355247038066e-13
"1840355","3R",6219815,8.05257845746166e-24,6.76799404440024e-20
"1840360","3R",6221096,2.64252230166854e-18,7.51116899555182e-15
"1840689","3R",6265253,1.57409896545008e-15,2.42087860468304e-12
"1840723","3R",6269251,1.18843572672448e-21,6.56404514967567e-18
"1840725","3R",6269676,1.75554552237891e-17,4.17998034084992e-14
"1840729","3R",6270059,4.81414942839931e-18,1.29446788246625e-14
"1840739","3R",6270978,1.42247837121057e-19,5.22047941514638e-16
"1840741","3R",6271498,1.78493095395877e-20,7.8829131426503e-17
"1840805","3R",6278759,6.88820862675712e-17,1.43233361670217e-13
"1840809","3R",6279568,1.26372469670543e-18,3.83061631459722e-15
"1840858","3R",6285822,1.2586649636514e-22,8.4149869775894e-19
"1840859","3R",6285922,9.42325865784076e-24,7.80859826224801e-20
"1840872","3R",6286976,3.0265895340581e-16,5.44944012696465e-13
"1840873","3R",6287103,1.00117243826084e-16,2.00401708068999e-13
"1840993","3R",6300614,1.05225067467127e-31,4.28070597014498e-27
"1841040","3R",6306317,7.5003057099749e-18,1.93256707550404e-14
"1841238","3R",6325012,1.5091657459223e-15,2.32988625629621e-12
"1841242","3R",6325482,3.07264717926975e-17,6.92409978261782e-14
"1841244","3R",6325594,4.18308034892203e-21,2.09069662406499e-17
"1841258","3R",6327408,7.053216479852e-33,3.61267693143236e-28
"1841271","3R",6328940,2.13880586109334e-16,3.98521976813509e-13
"1841349","3R",6345979,1.46346435115313e-19,5.36046046094858e-16
"1841359","3R",6346789,1.18797529042763e-18,3.62294562971498e-15
"1841565","3R",6379298,2.29240039119124e-18,6.60427897630147e-15
"1841850","3R",6419671,2.11758374264134e-17,4.95790818470125e-14
"1841858","3R",6420575,2.60129454283e-17,5.96109103234447e-14
"1841860","3R",6420683,1.36441465027618e-16,2.65005862785e-13
"1841883","3R",6422988,1.21250379185947e-22,8.1371558937631e-19
"1841914","3R",6426654,5.41398750894488e-19,1.76351238629919e-15
"1842131","3R",6456637,5.94534462214068e-16,1.00517998848471e-12
"1842132","3R",6456788,1.45612127330331e-15,2.25414909709108e-12
"1842233","3R",6468338,1.28870247859149e-15,2.02075583035037e-12
"1842303","3R",6475509,2.32846332009247e-20,1.00334689587001e-16
"1842386","3R",6484460,4.51236091976879e-17,9.79581177906811e-14
"1842387","3R",6484608,1.34712662588041e-17,3.29051346177972e-14
"1842393","3R",6485090,2.49960873802257e-16,4.58676779445919e-13
"1842417","3R",6486486,1.11749617607317e-19,4.18873540946036e-16
"1842419","3R",6486705,7.05955415773349e-18,1.82766189483684e-14
"1842455","3R",6490090,3.10387426811351e-16,5.57297741598441e-13
"1842465","3R",6491600,1.15480146991276e-15,1.83120503978441e-12
"1842499","3R",6495743,2.91381582732497e-16,5.2668482621165e-13
"1842638","3R",6516186,6.95884627567854e-16,1.15947658638825e-12
"1842701","3R",6521365,1.24689320486176e-15,1.96216118553206e-12
"1842720","3R",6522334,2.67200367174962e-17,6.1003829323817e-14
"1842752","3R",6526083,1.14444831229259e-19,4.28238021474041e-16
"1842753","3R",6526248,2.34654630521252e-20,1.00997554219861e-16
"1842763","3R",6526750,1.58923895193805e-18,4.71247971397195e-15
"1842765","3R",6527020,1.84061101191792e-17,4.36436474278449e-14
"1842778","3R",6527517,1.87469030517476e-15,2.8339961093819e-12
"1843066","3R",6557110,7.48191278414481e-16,1.23700963426506e-12
"1843562","3R",6606600,2.87375186522163e-21,1.47998703804482e-17
"1843568","3R",6607249,1.15077531602807e-20,5.25291443755111e-17
"1843571","3R",6607702,1.15668843093484e-22,7.79960339275843e-19
"1843573","3R",6607923,4.56039533251114e-19,1.50604427950781e-15
"1843574","3R",6608522,9.25447745904011e-20,3.53329264462429e-16
"1843664","3R",6618759,2.28774862382525e-17,5.31494426456848e-14
"1844486","3R",6698743,7.68381174828092e-20,2.98295977059815e-16
"1844573","3R",6704495,4.06685766351003e-31,1.4703922660985e-26
"1844733","3R",6717849,1.82456103550921e-16,3.44601835035315e-13
"1844769","3R",6720303,6.51527695925741e-18,1.69967045551666e-14
"1844778","3R",6721029,7.00378518341195e-17,1.45369377695231e-13
"1844795","3R",6721764,1.21660487358669e-16,2.39022931643765e-13
"1844956","3R",6736370,1.2285061764188e-16,2.41059634090202e-13
"1844958","3R",6736466,7.5102067053824e-17,1.54744586723376e-13
"1845099","3R",6750828,3.24647151786015e-16,5.80614914675368e-13
"1845467","3R",6787682,1.24356597850661e-15,1.95725213645368e-12
"1845469","3R",6788274,1.22690227599778e-15,1.93339285751791e-12
"1846125","3R",6847061,1.67334899198902e-18,4.9458067161846e-15
"1846263","3R",6858601,1.84417943507659e-19,6.60103523664153e-16
"1846340","3R",6863676,3.34706154966326e-19,1.13578316613027e-15
"1846379","3R",6867319,8.84420152783797e-21,4.14207963458872e-17
"1846393","3R",6868431,3.5692244350181e-18,9.88198161277735e-15
"1846403","3R",6869130,8.45847165986204e-27,1.27411496294387e-22
"1846486","3R",6876735,6.81521904969473e-25,7.05826829027729e-21
"1846694","3R",6896129,5.76127518241428e-20,2.29296094024035e-16
"1846754","3R",6903163,3.56902623285253e-18,9.88198161277735e-15
"1846996","3R",6926368,3.90806591603213e-16,6.86987453943443e-13
"1847173","3R",6943547,5.38007985630305e-30,1.5443064364134e-25
"1849014","3R",7117941,1.30941401596705e-16,2.55551733738258e-13
"1849019","3R",7118415,3.663323688724e-17,8.12355452215639e-14
"1849607","3R",7190491,1.65387835175806e-23,1.30399001965427e-19
"1849879","3R",7223483,2.84314597518799e-20,1.20627175771629e-16
"1849939","3R",7229141,3.21984583442145e-17,7.22398096689513e-14
"1849949","3R",7229823,1.89510783622368e-19,6.7687602552876e-16
"1849960","3R",7230134,7.80351908580841e-20,3.02444847895916e-16
"1850439","3R",7280011,3.85516361380706e-18,1.05917135333272e-14
"1850884","3R",7323975,3.34564162735728e-21,1.70715226669745e-17
"1851228","3R",7359706,3.91817781822305e-16,6.88679360259933e-13
"1851366","3R",7375212,1.43084271065571e-16,2.76540182766957e-13
"1852108","3R",7442087,2.7616654321091e-16,5.0226554924132e-13
"1852110","3R",7442098,6.28436496697818e-23,4.4475988100047e-19
"1852242","3R",7450373,2.03161865658355e-23,1.57675425335713e-19
"1852243","3R",7450600,1.85730495864217e-23,1.45263300235806e-19
"1852244","3R",7450802,5.53821185606064e-23,3.96920516261965e-19
"1853018","3R",7519656,7.42489804932687e-16,1.228704090977e-12
"1853346","3R",7547786,1.64466384855392e-16,3.13931981918766e-13
"1853348","3R",7548092,4.12247847182743e-17,9.0193666534402e-14
"1854085","3R",7606075,2.27648043145725e-16,4.2168349464876e-13
"1854146","3R",7612625,4.95067044844966e-16,8.5147051214891e-13
"1854427","3R",7632309,1.32483870530593e-15,2.07167464828637e-12
"1854478","3R",7635571,1.75766737665268e-15,2.67554488381298e-12
"1854528","3R",7638664,3.45060095360925e-20,1.4393756902951e-16
"1854561","3R",7640653,2.67455857136938e-28,5.38983452777162e-24
"1854667","3R",7648110,7.60411886781204e-18,1.95699759773506e-14
"1854741","3R",7653572,1.42079241512681e-18,4.25719641579788e-15
"1854747","3R",7653926,4.11617423705899e-23,3.0142199404114e-19
"1854916","3R",7665623,4.20493095998797e-18,1.14558203209162e-14
"1854993","3R",7670567,3.3914041738506e-17,7.56685437786968e-14
"1854995","3R",7670947,2.12067221324596e-17,4.96390606812828e-14
"1855045","3R",7673748,5.4284704673525e-16,9.25477284942656e-13
"1855154","3R",7680548,2.19067073785408e-35,1.92354444527748e-30
"1855165","3R",7681915,2.97601938040241e-17,6.72926730730867e-14
"1855173","3R",7682279,7.35538865292698e-19,2.33587846139349e-15
"1855175","3R",7682544,8.12486667284999e-37,9.15215805490338e-32
"1855176","3R",7682579,7.75162868564717e-38,1.02895018087136e-32
"1855180","3R",7682793,1.91783783441477e-22,1.23686507483922e-18
"1855183","3R",7683002,2.45635257078213e-24,2.29283297931072e-20
"1855195","3R",7683606,1.87402204629839e-15,2.83313737326487e-12
"1855198","3R",7683818,8.77750493440034e-17,1.77964571713569e-13
"1855204","3R",7684462,1.66279196645815e-17,3.97775632558334e-14
"1855205","3R",7684532,7.19862890563545e-17,1.48997875729056e-13
"1855211","3R",7684985,1.77016134699073e-19,6.36915501330266e-16
"1855214","3R",7685270,2.24577381549737e-23,1.72778484586336e-19
"1855215","3R",7685350,6.21629613741272e-21,3.00593504582566e-17
"1855222","3R",7685892,9.22865496326174e-20,3.52413867101834e-16
"1855271","3R",7688728,8.77435545059418e-20,3.36641036932161e-16
"1855276","3R",7688883,4.42093933263461e-18,1.19831114884029e-14
"1855290","3R",7689765,1.51807362189218e-15,2.34261513757003e-12
"1855300","3R",7690586,3.45352347723227e-17,7.69391809387619e-14
"1855301","3R",7690611,4.76768472512749e-16,8.23002465158038e-13
"1855302","3R",7690742,1.8410182312047e-15,2.78801278762841e-12
"1855372","3R",7715840,1.58985893930606e-16,3.04298831185685e-13
"1855374","3R",7715919,9.73760650614086e-17,1.95426686248622e-13
"1855377","3R",7715970,5.30349143502952e-20,2.12452187864259e-16
"1855384","3R",7716465,8.67245533372733e-19,2.71571010833876e-15
"1855386","3R",7716818,7.01060954906308e-18,1.81598823296424e-14
"1855416","3R",7718331,1.2652183432889e-21,6.96771864273117e-18
"1855551","3R",772692,6.92666731174869e-16,1.15486358674311e-12
"1855560","3R",7727346,8.51738079803983e-17,1.732745369806e-13
"1855637","3R",7739536,1.15796133069193e-19,4.3260737942005e-16
"1855641","3R",7739920,1.49504583367723e-21,8.11486201895962e-18
"1855646","3R",7740170,1.14180426805036e-17,2.83481807813951e-14
"1855647","3R",7740197,1.69159987455306e-17,4.04085882547782e-14
"1855648","3R",7740284,5.10238604727884e-18,1.36392911475269e-14
"1855651","3R",7740331,6.69564880786585e-17,1.39732834414704e-13
"1855653","3R",7740799,4.95605567758379e-17,1.06518812059846e-13
"1855829","3R",7753436,4.49151047834474e-16,7.79617282946556e-13
"1856123","3R",7778134,2.20139492597691e-17,5.1328832640481e-14
"1856179","3R",7780945,1.09231568374483e-27,1.95838225881309e-23
"1856208","3R",7783450,2.79995308417072e-35,2.39893126504968e-30
"1856374","3R",7796599,7.45967901264532e-17,1.5380436266417e-13
"1856380","3R",7797081,1.81274761773634e-15,2.75020857200639e-12
"1856383","3R",7797337,5.15395013042238e-17,1.10280492069391e-13
"1856399","3R",7798651,9.06826696353764e-17,1.83268393352726e-13
"1856419","3R",7800223,3.66409398267848e-16,6.47886798840871e-13
"1856427","3R",7800801,2.40279355568889e-17,5.55392455777352e-14
"1856683","3R",7830222,1.09402711516025e-16,2.17250151253269e-13
"1856807","3R",7843379,1.41855284833818e-15,2.20150477969987e-12
"1856906","3R",7859951,2.15368037837547e-22,1.37330358136756e-18
"1856907","3R",7860169,3.40151429854187e-24,3.08616309551727e-20
"1856962","3R",7869693,2.86856968454745e-21,1.47812592537727e-17
"1856995","3R",7873326,4.64232898804911e-26,6.02641491162583e-22
"1857111","3R",7888365,9.29867326009275e-17,1.87415808365397e-13
"1857116","3R",7888744,1.08063424022248e-19,4.06133349072846e-16
"1857161","3R",7895014,3.44746859577831e-20,1.43849352538655e-16
"1857651","3R",7947842,6.74422328059877e-19,2.15778452981284e-15
"1857653","3R",7948020,7.63118307456346e-18,1.96236249176993e-14
"1858075","3R",7988436,1.64152942072809e-16,3.13361241404802e-13
"1858395","3R",8028870,1.6468599583109e-19,5.97110116830127e-16
"1858458","3R",8034263,9.60892675727125e-16,1.5502486710972e-12
"1858459","3R",8034495,4.07558544768292e-17,8.92920891279514e-14
"1858691","3R",8056345,7.80305253093126e-16,1.28364650816154e-12
"1858692","3R",8056374,5.9013402063474e-16,9.98337142141614e-13
"1860438","3R",8240709,8.09205943375288e-21,3.81510069497859e-17
"1860537","3R",8249446,5.27032492297802e-17,1.1263115476748e-13
"1860539","3R",8249625,2.30451389722486e-17,5.3499372857717e-14
"1860541","3R",8250309,1.55985440836688e-16,2.98960733935188e-13
"1860542","3R",8250338,2.03571677326269e-16,3.81020958093939e-13
"1860556","3R",8252016,7.74086047990491e-18,1.98947307215222e-14
"1860580","3R",8254933,1.09420056501326e-22,7.40473446286631e-19
"1860582","3R",8255032,1.12168618155571e-22,7.5744202770449e-19
"1860861","3R",8283502,1.2568521887023e-22,8.40684321469643e-19
"1860915","3R",8287953,7.19754239964485e-17,1.48986293885763e-13
"1860916","3R",8288324,2.3160864132786e-17,5.37106978373659e-14
"1860917","3R",8288348,1.09476874269466e-17,2.72906409891817e-14
"1860922","3R",8288607,8.96192540847237e-16,1.45624037089736e-12
"1860967","3R",8293117,4.24236964123168e-16,7.39956997515955e-13
"1861000","3R",8296333,2.31896632163439e-20,1.00008401705017e-16
"1861018","3R",8298963,2.00391062914016e-17,4.71519240850115e-14
"1861121","3R",8308651,4.08048621216376e-28,7.92376395852581e-24
"1861122","3R",8308671,2.34256648806388e-29,5.88212874243711e-25
"1861123","3R",8308705,6.52449291710303e-29,1.47105942745591e-24
"1861130","3R",8309701,6.88971652932462e-17,1.43254181265848e-13
"1861134","3R",8310217,2.53087828320512e-18,7.22652196995876e-15
"1861135","3R",8310245,1.43461894774635e-17,3.47991001412301e-14
"1861366","3R",8336495,1.87825651987157e-18,5.50482626038029e-15
"1861367","3R",8336630,9.83209773114792e-16,1.58208822464062e-12
"1861732","3R",8375958,5.82081813592832e-16,9.86367625904169e-13
"1861861","3R",8388035,1.28106997555689e-15,2.0101254286366e-12
"1861942","3R",8396354,1.05077682237172e-17,2.62890322923569e-14
"1861946","3R",8396642,1.54707566114091e-15,2.38357400896464e-12
"1861997","3R",8400500,6.99994690453855e-16,1.16584380516457e-12
"1862123","3R",8419894,1.58379575187003e-23,1.25222581805394e-19
"1862288","3R",8432185,1.25849431760631e-16,2.46379692227753e-13
"1862289","3R",8432271,9.04937189846374e-19,2.8237308347371e-15
"1862291","3R",8432391,2.11616118110719e-22,1.35194338899793e-18
"1862694","3R",8464235,5.01352656484299e-17,1.07639460624052e-13
"1862726","3R",8466313,1.83335488658716e-15,2.77789541608993e-12
"1863008","3R",8486233,4.94288622025288e-19,1.6220189113086e-15
"1863197","3R",8502051,1.7044629539811e-20,7.55704728255322e-17
"1863614","3R",8535465,5.74413391907576e-17,1.21781118854864e-13
"1863684","3R",8540081,2.81572778420121e-17,6.3934098283608e-14
"1863879","3R",8554448,2.06915424892087e-30,6.50026927571238e-26
"1863917","3R",8558530,6.53085285452396e-21,3.14192054585975e-17
"1863918","3R",8558779,8.46347557421541e-23,5.87077667268184e-19
"1864543","3R",8622342,6.1269428688104e-20,2.42620005951165e-16
"1864606","3R",8627313,8.81336368968766e-16,1.43341837942479e-12
"1865554","3R",8728472,1.2968263748642e-16,2.53340289556608e-13
"1865712","3R",8744599,1.86658688048588e-17,4.4207669884824e-14
"1865836","3R",8758035,3.76192237828744e-16,6.63318112254302e-13
"1866029","3R",8774697,8.0739263197831e-26,1.00607712828446e-21
"1866062","3R",8777605,1.52140434095142e-17,3.66870498448188e-14
"1866225","3R",8794890,1.513845768896e-21,8.21217535666989e-18
"1866478","3R",8822350,2.77225438687042e-17,6.30381132974504e-14
"1866479","3R",8822525,2.8209286039077e-16,5.11759929665433e-13
"1866596","3R",8836149,1.1513850964391e-15,1.8264021941696e-12
"1866597","3R",8836165,1.71735640874788e-15,2.61982490575533e-12
"1866598","3R",8836182,1.21588292385384e-15,1.91805867003473e-12
"1866599","3R",8836207,2.84757908013741e-16,5.15998780592433e-13
"1868988","3R",906873,9.319605866924e-19,2.90173424028239e-15
"1869117","3R",907891,5.90520891404372e-23,4.2045194870301e-19
"1869118","3R",9079004,2.74915852079282e-26,3.73695129685214e-22
"1869119","3R",9079020,8.98360546490641e-28,1.63764537466884e-23
"1869120","3R",9079021,3.32187755013845e-18,9.25698908622649e-15
"1869123","3R",907909,4.43532358261984e-17,9.64041592512708e-14
"1869125","3R",9079147,1.19371870658369e-16,2.34934678681983e-13
"1869127","3R",9079212,3.9815602224461e-16,6.99298112452215e-13
"1869305","3R",9089773,9.64601221718855e-30,2.64783899040023e-25
"1869314","3R",9090177,1.19069465606519e-18,3.63045564199616e-15
"1869317","3R",9090375,1.30710746719536e-23,1.05020243022764e-19
"1869318","3R",9090412,1.02002491303696e-20,4.70930249003412e-17
"1869730","3R",9120555,4.66767554553231e-17,1.00957737917502e-13
"1870223","3R",9158885,3.0805152222174e-16,5.53666208321855e-13
"1870385","3R",9170345,6.87469086787528e-16,1.14714474894118e-12
"1870856","3R",9197749,4.25902775588334e-16,7.4254186371221e-13
"1871272","3R",9232113,1.54192935971703e-15,2.37669479651279e-12
"1871281","3R",9233252,1.3505728923131e-21,7.39170484423318e-18
"1871282","3R",9233266,1.85625312300384e-22,1.19988440473982e-18
"1871290","3R",9233422,6.26989561087522e-18,1.64201993132176e-14
"1871376","3R",9244756,9.77384019246766e-35,7.55031617647582e-30
"1871385","3R",9245796,2.63928345830264e-17,6.03493928525278e-14
"1871444","3R",9251045,8.40741140096523e-22,4.76941656512221e-18
"1871520","3R",9254595,8.6542300594051e-17,1.75704561042338e-13
"1871906","3R",9288323,5.13439422416965e-17,1.09917292805799e-13
"1871922","3R",9289034,2.7829556468656e-18,7.88260400074442e-15
"1872125","3R",9297928,1.63835984152622e-16,3.1281954399373e-13
"1872164","3R",9300246,1.30209516094511e-15,2.03984100468118e-12
"1872174","3R",9301177,5.64830703327514e-17,1.19947371046775e-13
"1872483","3R",9323910,1.70098721591973e-15,2.59695550084882e-12
"1872498","3R",9324640,2.44307072914253e-17,5.63642477101813e-14
"1872734","3R",9339870,1.02370988683891e-18,3.15671893288249e-15
"1872961","3R",9368230,4.034156489632e-17,8.85147412334683e-14
"1872982","3R",9369164,4.58443256250493e-18,1.23989264251175e-14
"1873132","3R",9378766,1.07334585557862e-20,4.93372509110096e-17
"1873156","3R",9380043,4.84118303411974e-20,1.95651279282154e-16
"1873634","3R",9423885,2.71427773130769e-16,4.94442250861348e-13
"1873635","3R",9423950,2.7134233908723e-19,9.39138529600925e-16
"1874050","3R",9468158,1.72310042791708e-15,2.62716991258536e-12
"1875636","3R",9632484,4.83537283692059e-18,1.29980376344788e-14
"1875640","3R",9633073,4.05114188362608e-16,7.09949743547698e-13
"1875641","3R",9633284,2.23889338937506e-16,4.15473606740433e-13
"1875642","3R",9633324,1.72281557700259e-17,4.10883045975388e-14
"1875654","3R",9635092,1.32733096908145e-21,7.28458924950859e-18
"1876162","3R",9714231,3.90214322138451e-20,1.60941085541186e-16
"1876172","3R",9717334,1.70612498295572e-17,4.07314717979682e-14
"1876173","3R",9717340,7.77281153854721e-17,1.59492926823881e-13
"1877475","3R",9875507,1.06830893568501e-16,2.12546134798592e-13
"1877527","3R",9880619,9.53567785127723e-16,1.53956068490872e-12
"1877572","3R",9883630,1.02048734963013e-16,2.03964676888402e-13
"1878990","4",1004077,1.43556769005261e-18,4.29418699510264e-15
"1878999","4",1006775,1.17621142933756e-22,7.91614432793467e-19
"1879027","4",1015942,4.49282352836182e-20,1.82774475356593e-16
"1879046","4",1027577,6.78848215619708e-16,1.13389718379214e-12
"1879101","4",1044579,1.09500493285626e-16,2.17429053685273e-13
"1879129","4",1052306,9.24202159653217e-17,1.86380278131731e-13
"1879159","4",1062925,5.11880443310437e-17,1.09625048638987e-13
"1879194","4",1076048,1.46650095310329e-17,3.55054375264138e-14
"1879195","4",1077069,2.0907212176134e-22,1.33859146647917e-18
"1879212","4",1086226,7.30103545212027e-21,3.47460863797701e-17
"1879215","4",1089471,1.80327449682116e-20,7.95267777055967e-17
"1879233","4",1105060,9.65492030229822e-16,1.55650176517908e-12
"1879261","4",1113361,2.46186825584712e-16,4.52632716697114e-13
"1879262","4",1113365,1.82752577490796e-19,6.55303976380413e-16
"1879263","4",1113429,1.03050536004461e-19,3.89207698824243e-16
"1879272","4",1116377,7.43591328579687e-21,3.52929293354992e-17
"1879284","4",1121731,2.75369814819182e-16,5.01009900569178e-13
"1879293","4",1123946,1.10870210600394e-17,2.75893251561676e-14
"1879326","4",1134100,6.69537560007872e-19,2.14380757235481e-15
"1879332","4",1135873,1.18019020500108e-16,2.3248252353036e-13
"1879334","4",1135885,2.28756769550974e-20,9.88050048982339e-17
"1879359","4",1140598,2.62022351257969e-19,9.09776877428206e-16
"1879367","4",1143735,2.48071834934549e-16,4.55672498494892e-13
"1879381","4",114843,2.61018401514802e-16,4.77171075083845e-13
"1879385","4",1150095,3.38447510242566e-17,7.5543750640569e-14
"1879394","4",1156297,6.17296527664899e-21,2.98702555265277e-17
"1879400","4",1161877,1.99937952443823e-16,3.74815285597969e-13
"1879401","4",1163620,3.28549032919135e-17,7.35724804543409e-14
"1879420","4",1170507,1.15897968557383e-20,5.2860976004483e-17
"1879421","4",1170873,2.68196444172095e-20,1.14286012031674e-16
"1879422","4",1170955,1.97393764005164e-18,5.7595776996226e-15
"1879423","4",1170959,1.67378131578519e-15,2.55887371005424e-12
"1879432","4",1174821,3.58797180109562e-21,1.81898604291594e-17
"1879447","4",1185532,7.48568621911157e-18,1.92915176074992e-14
"1879448","4",1186006,1.11048238782996e-17,2.76287629398359e-14
"1879456","4",1189157,9.69752885684113e-22,5.44123787405206e-18
"1879457","4",1189647,6.80690833962246e-18,1.76727043798806e-14
"1879467","4",1193205,1.98151374806258e-17,4.6702660635116e-14
"1879468","4",1193395,2.12532116023268e-20,9.24184309878381e-17
"1879474","4",1195381,2.2299244256941e-22,1.41649008989418e-18
"1879476","4",1195718,1.66476071692972e-16,3.17217722469958e-13
"1879485","4",1198524,5.6420297675052e-16,9.58771781217809e-13
"1879490","4",1199293,3.31101895811613e-18,9.22854888267882e-15
"1879521","4",1228569,2.26362124982054e-17,5.2653808445715e-14
"1879561","4",1251163,2.81130855741942e-16,5.10178381044784e-13
"1879569","4",1252035,2.87120132950097e-20,1.21726159216889e-16
"1879573","4",1252263,2.78672029209371e-31,1.04557278947883e-26
"1879591","4",1264568,5.38287272206165e-19,1.7547924401512e-15
"1879613","4",138199,2.75222683644918e-22,1.7173987923241e-18
"1879626","4",150512,6.72739811097656e-16,1.12475732313034e-12
"1879635","4",152022,3.41665746313212e-20,1.42668999970183e-16
"1879637","4",152060,1.48190156150608e-21,8.04660658062597e-18
"1879647","4",154839,4.53546228835825e-17,9.84142834120377e-14
"1879648","4",154938,8.25889924298387e-22,4.69364320423521e-18
"1879678","4",167639,5.33001555448252e-16,9.1089631487001e-13
"1879685","4",171716,5.34929940978453e-16,9.1380526973234e-13
"1879686","4",171780,1.38212757219468e-17,3.36470736843654e-14
"1879691","4",172243,1.382564977513e-18,4.15189361621121e-15
"1879693","4",173530,2.9021723532407e-17,6.5775420984131e-14
"1879695","4",174781,1.34103763521031e-15,2.09422542138848e-12
"1879699","4",175362,1.7068275447387e-15,2.60502812392429e-12
"1879702","4",176036,3.22566936216645e-16,5.77369335234086e-13
"1879703","4",176179,7.73561642199346e-17,1.58879605050473e-13
"1879704","4",176183,1.09569473547374e-17,2.73103488243835e-14
"1879705","4",176624,1.28572462706476e-17,3.15337038664806e-14
"1879710","4",177171,7.70772275357195e-30,2.15443078248313e-25
"1879711","4",177252,3.60095932786898e-22,2.19327995797938e-18
"1879723","4",183945,1.35485097494674e-16,2.63347339400457e-13
"1879724","4",184457,1.35867858739995e-16,2.64000579636326e-13
"1879739","4",190158,6.27011933334661e-23,4.44196435037394e-19
"1879743","4",191809,1.38981400253641e-19,5.11295308797021e-16
"1879756","4",193888,1.10990256511723e-15,1.76684491491964e-12
"1879761","4",194288,4.50906424612902e-21,2.23897864075164e-17
"1879785","4",200629,1.0581271219579e-15,1.69076143171975e-12
"1879800","4",211186,4.88151741263816e-22,2.89710396214549e-18
"1879817","4",216644,5.24707205786935e-18,1.40009037118975e-14
"1879818","4",216977,2.81931671124229e-16,5.11533151783533e-13
"1879823","4",218274,3.69953437917618e-18,1.02044868788497e-14
"1879826","4",220466,5.06701566779521e-17,1.08664088881283e-13
"1879852","4",229582,6.53591503644112e-16,1.09559374249993e-12
"1879856","4",231129,9.64661378232152e-31,3.266400292437e-26
"1879863","4",234884,1.80489404557716e-17,4.28722492238805e-14
"1879865","4",236362,9.14354174034144e-16,1.48259876843505e-12
"1879888","4",243514,1.85164279409208e-27,3.17866383143002e-23
"1879924","4",258234,1.48763829872027e-18,4.43633357599481e-15
"1879925","4",258482,1.0212260138062e-16,2.04071381828684e-13
"1879936","4",262748,9.20390314854899e-20,3.51658654711107e-16
"1879950","4",268842,1.28564112903454e-18,3.88808354134356e-15
"1879994","4",289912,3.56612584692061e-18,9.8763040467573e-15
"1880008","4",300324,9.71420053102654e-19,3.01289320525542e-15
"1880010","4",300363,1.32216929310483e-16,2.57668013810419e-13
"1880031","4",306007,1.93941323419932e-17,4.57943702493049e-14
"1880043","4",308032,9.60127820869479e-35,7.4373321889466e-30
"1880053","4",309413,1.32780237935466e-25,1.58137080990745e-21
"1880059","4",311822,1.43577904167026e-21,7.82170156978103e-18
"1880069","4",312764,2.41382541673124e-18,6.92305899079558e-15
"1880082","4",31502,2.40154242172929e-17,5.55148648019745e-14
"1880129","4",336416,8.95564900366115e-28,1.63465699177455e-23
"1880132","4",336689,1.02831275234984e-22,7.00749468260177e-19
"1880163","4",341651,5.34879785204655e-21,2.62096584669739e-17
"1880169","4",349108,4.94250374985381e-20,1.99267762164535e-16
"1880180","4",352640,1.37086818431283e-20,6.17974617910791e-17
"1880182","4",352793,7.32645151473464e-35,5.77005856747907e-30
"1880271","4",381203,3.78035952152195e-19,1.2707685598568e-15
"1880443","4",439278,1.66477058641173e-30,5.3366263838778e-26
"1880582","4",485966,1.86269441177649e-24,1.78058646610454e-20
"1880687","4",51725,1.36755680369144e-18,4.11556608940702e-15
"1880739","4",535326,1.46290140326423e-29,3.85116180065256e-25
"1880859","4",590076,3.64488787424091e-22,2.21669334171847e-18
"1881402","4",814295,1.23355415089287e-17,3.03886094344266e-14
"1881465","4",833665,9.7984600110495e-17,1.96508485437802e-13
"1881590","4",880119,4.90249250328337e-19,1.60951084436094e-15
"1881809","4",941990,1.5737887645454e-17,3.78372974273868e-14
"1881966","4",989598,1.03528604537522e-16,2.06557444651535e-13
"17","X",10001617,2.43629654835182e-21,3.39377705524625e-18
"26","X",10002127,1.25348950124353e-27,4.89189782582219e-24
"120","X",10009574,8.94548250888248e-22,1.32975395076215e-18
"223","X",10014546,2.26403040624697e-23,4.38312352960285e-20
"273","X",10017163,1.02852352594693e-25,2.93364976792647e-22
"279","X",10018063,3.66810723887127e-24,8.20180370174768e-21
"291","X",10019121,6.50388330173742e-25,1.64702405891307e-21
"297","X",10020326,4.41721876915516e-21,5.87769761285694e-18
"309","X",10020770,1.30759998284553e-21,1.89830997011041e-18
"384","X",10025463,5.07051286973712e-24,1.10740521967961e-20
"613","X",10037559,7.17328782697367e-22,1.07876827914501e-18
