chrom,start,end,snps,Ancestor.Control,Ancestor.Low,Ancestor.High,Control.Low,Control.High,Low.High
3R,30465001,30470000,263,0.0150528,0.00234636,0.0188327,0.0249366,0.0461979,0.0353734
3R,30470001,30475000,193,0.0117511,0.00394554,0.036732,0.0265549,0.0600386,0.0506166
3R,30475001,30480000,178,0.0162912,0.0045255,0.0174094,0.0280113,0.0275793,0.0385069
3R,30480001,30485000,121,0.0340081,-0.000133914,0.0292938,0.0408646,0.0697978,0.0269031
3R,30485001,30490000,167,0.010143,0.00612022,0.0394146,0.00180732,0.0332938,0.0312939
3R,30490001,30495000,172,0.00436837,0.0118644,0.0265745,0.0191283,0.0229635,0.0204583
3R,30495001,30500000,224,0.0204521,0.00432227,0.0218752,0.021687,0.0229174,0.027391
3R,30500001,30505000,179,0.0219068,0.00522199,0.013077,0.0444949,0.0220025,0.0279847
3R,30505001,30510000,322,0.0165566,0.00589093,0.00412774,0.0299245,0.00914832,0.0170287
3R,30510001,30515000,307,0.0222742,0.00829437,0.00985702,0.0222718,0.0206246,0.0260337
3R,30515001,30520000,191,0.0139829,0.00363444,0.00699022,0.023718,0.0138415,0.0182656
3R,30520001,30525000,163,0.0159381,0.00263706,0.0143273,0.0306036,0.0212393,0.0212704
3R,30525001,30530000,155,0.00424448,0.000756135,0.00291293,0.0149591,0.00904844,0.0118293
3R,30530001,30535000,144,0.0195773,0.00565585,0.0155325,0.0462411,0.0689487,0.0139242
3R,30535001,30540000,171,0.0241358,0.000935023,0.0136338,0.0314644,0.0155053,0.01612
3R,30540001,30545000,203,0.0251579,0.00152517,0.00578575,0.0250631,0.0205256,0.0101256
3R,30545001,30550000,127,0.0116572,0.00190701,0.00580516,0.0196867,0.018187,0.0136175
3R,30550001,30555000,175,0.0314617,0.00500566,0.0121151,0.035271,0.0330009,0.0196343
3R,30555001,30560000,127,0.0179704,0.00731834,0.0088539,0.0370438,0.0189957,0.0232999
3R,30560001,30565000,187,0.0059134,0.0020023,0.0240341,0.0222916,0.0182389,0.0449063
3R,30565001,30570000,194,0.0127241,0.00955611,0.00722581,0.026498,0.0181446,0.0315874
3R,30570001,30575000,135,0.032316,0.00198049,0.0039598,0.0398123,0.0619383,0.0108904
3R,30575001,30580000,123,0.0229261,0.00182654,0.0125976,0.0291536,0.0662847,0.0223677
3R,30580001,30585000,164,0.0246067,0.0176271,0.00173598,0.0453454,0.044802,0.0350413
3R,30585001,30590000,135,0.0096904,0.0218357,0.0117222,0.046206,0.0410283,0.046013
3R,30590001,30595000,182,0.0175688,0.0145379,0.0215366,0.0321704,0.0512134,0.0551599
3R,30595001,30600000,144,0.0136369,0.0201352,0.0157055,0.0398438,0.0612589,0.0562631
3R,30600001,30605000,284,0.0110398,0.0170552,0.0201563,0.0364725,0.0629217,0.055168
3R,30605001,30610000,243,0.0138676,0.0175015,0.0193258,0.0482299,0.0304189,0.0589483
3R,30610001,30615000,211,0.026097,0.017,0.0176793,0.0569771,0.060976,0.0456211
3R,30615001,30620000,155,0.0121838,0.00807807,0.0548027,0.0266098,0.0382002,0.0705088
3R,30620001,30625000,192,0.01275,0.00781018,0.0551374,0.0187367,0.0412496,0.0570541
3R,30625001,30630000,145,0.009126,0.00763103,0.0242832,0.0227778,0.0344856,0.0286903
3R,30630001,30635000,167,0.0153986,0.00976887,0.00786289,0.0455152,0.0213163,0.0275629
3R,30635001,30640000,139,0.0197112,0.0101951,0.0109122,0.0378518,0.0419893,0.0178759
3R,30640001,30645000,195,0.0269209,0.014919,0.0120671,0.0543823,0.0225963,0.0300149
3R,30645001,30650000,251,0.0123402,0.0181158,0.00768538,0.0334731,0.0133605,0.0319168
3R,30650001,30655000,173,0.0120759,0.00707236,0.0159632,0.027735,0.0397401,0.02309
3R,30655001,30660000,178,0.019584,0.00273624,0.00884756,0.0320202,0.0135617,0.0210503
3R,30660001,30665000,194,0.0217078,0.00954314,0.00701824,0.0300477,0.0156603,0.01876
3R,30665001,30670000,189,0.0179902,0.00955263,0.0119873,0.0121148,0.0292349,0.0325543
3R,30670001,30675000,103,0.0289927,0.0105376,0.0051662,0.0442976,0.0261152,0.0143935
3R,30675001,30680000,147,0.0177847,0.0110876,0.00637303,0.0142042,0.020268,0.021177
3R,30680001,30685000,0,nan,nan,nan,nan,nan,nan
3R,30685001,30690000,105,0.009977,0.0210675,0.00333128,0.0127426,0.0105794,0.0259869
3R,30690001,30695000,142,0.011808,0.00369941,0.012226,0.0122154,0.0121534,0.0147178
3R,30695001,30700000,109,0.019266,0.00840275,0.0193474,0.0256807,0.0225474,0.0221446
3R,30700001,30705000,163,0.0207918,0.00678562,0.0232296,0.0321259,0.0181318,0.0480045
3R,30705001,30710000,167,0.0234399,0.00962256,0.00590867,0.0291203,0.0270487,0.0178163
3R,30710001,30715000,144,0.0274417,0.00826754,0.00814872,0.0234241,0.0327776,0.0134703
3R,30715001,30720000,151,0.0275739,0.00293912,0.0109116,0.0493064,0.0245928,0.0210517
3R,30720001,30725000,179,0.00930125,0.00951677,0.0146252,0.0304069,0.0199442,0.0414761
3R,30725001,30730000,139,0.015024,0.0127915,0.0191259,0.028735,0.0333665,0.0251766
3R,30730001,30735000,144,0.0213755,0.00804451,0.014657,0.0299028,0.0531758,0.0252887
3R,30735001,30740000,172,0.0198623,0.00368831,0.0147789,0.0251156,0.0376882,0.0292304
3R,30740001,30745000,206,0.0244933,0.00674894,0.0140646,0.0512242,0.0526696,0.0374033
3R,30745001,30750000,219,0.0156381,0.00342045,0.0154588,0.0379392,0.0535485,0.0228929
3R,30750001,30755000,156,0.0122281,0.00344785,0.0152288,0.0255704,0.00958129,0.0290844
3R,30755001,30760000,171,0.0342752,0.00360689,0.00892965,0.0555013,0.0620444,0.0156632
3R,30760001,30765000,130,0.00956428,0.0031758,0.0175595,0.0278907,0.0432121,0.00973614
3R,30765001,30770000,125,0.00816855,0.0126775,0.012496,0.0246563,0.0262301,0.0163227
3R,30770001,30775000,130,0.0164814,0.00860079,0.00478713,0.0301018,0.0126372,0.0220276
3R,30775001,30780000,154,0.0268833,0.00846831,0.00245279,0.0347605,0.0309249,0.0143908
3R,30780001,30785000,98,0.0512484,0.0199066,-0.00029817,0.0342183,0.0400785,0.0258618
3R,30785001,30790000,96,0.0124949,0.0138852,0.00995206,0.0258498,0.0186211,0.0242105
3R,30790001,30795000,105,0.0137918,0.0118655,0.00789677,0.0307118,0.0115517,0.0261682
3R,30795001,30800000,124,0.0164633,0.00894892,0.00485963,0.0248808,0.00897818,0.0155681
3R,30800001,30805000,136,0.0304859,0.0103781,0.00288286,0.051815,0.0342921,0.0187407
3R,30805001,30810000,200,0.0138267,0.0162806,0.00968164,0.04167,0.00520454,0.0355491
3R,30810001,30815000,187,0.0192757,0.0219928,0.0156313,0.0497775,0.0035289,0.0456256
3R,30815001,30820000,142,0.00992257,0.010964,0.00877566,0.0139721,0.0179881,0.0195909
3R,30820001,30825000,140,0.0105218,0.0160331,0.0108876,0.0194853,0.0209018,0.0260567
3R,30825001,30830000,133,0.0122949,0.02527,0.0259308,0.0439494,0.0583113,0.0215919
3R,30830001,30835000,161,0.0113191,0.0242569,0.0110171,0.020103,0.00899667,0.0209222
3R,30835001,30840000,148,0.00925389,0.00720711,0.00607103,0.0221045,0.00857098,0.022705
3R,30840001,30845000,177,0.00927086,0.00399087,0.00170017,0.0250102,0.0163961,0.012597
3R,30845001,30850000,179,0.00797159,0.0104049,0.00493522,0.0183077,0.0126716,0.0191617
3R,30850001,30855000,196,0.00190371,0.0216515,0.00505839,0.0295423,0.0103295,0.043153
3R,30855001,30860000,149,0.00923018,0.0207844,0.015091,0.0364547,0.0093527,0.0490219
3R,30860001,30865000,192,0.00451473,0.0148838,0.00744961,0.0242922,0.0120508,0.0315295
3R,30865001,30870000,158,0.00397216,0.00487187,0.00461252,0.00976957,0.0106387,0.0106658
3R,30870001,30875000,164,0.0102521,0.0075964,0.00190045,0.0287446,0.0135096,0.0202832
3R,30875001,30880000,103,0.00120772,0.00535742,0.000765464,0.00821466,0.00618166,0.0136661
3R,30880001,30885000,87,0.0149262,0.00825034,0.00828876,0.0278308,0.00685567,0.030352
3R,30885001,30890000,72,0.0139697,0.00313937,0.000680467,0.0137141,0.00951772,0.00429698
3R,30890001,30895000,39,0.00109001,0.00986104,-0.000496521,0.0251231,0.00671712,0.0156258
3R,30895001,30900000,106,0.0100681,0.00503175,0.00416066,0.0201551,0.0111648,0.0221698
3R,30900001,30905000,103,0.00627795,0.0134712,0.01837,0.0253946,0.022931,0.0652384
3R,30905001,30910000,150,0.0125371,0.00550005,0.00252472,0.0428471,0.00984139,0.0237195
3R,30910001,30915000,91,0.0118426,0.00541882,0.000468683,0.0282521,0.0151682,0.0109939
3R,30915001,30920000,106,0.00742435,0.00704849,0.00387738,0.031213,0.00946711,0.0143526
3R,30920001,30925000,152,0.0161227,0.00460646,0.00748613,0.0327932,0.0161402,0.017481
3R,30925001,30930000,125,0.0065574,0.00823783,0.00677582,0.0294747,0.0143028,0.0327277
3R,30930001,30935000,152,0.0104245,0.014307,0.00331704,0.0410378,0.0129129,0.0201791
3R,30935001,30940000,157,0.00452519,0.0122269,0.000914253,0.0313042,0.00883268,0.0198795
3R,30940001,30945000,135,0.00270517,0.0103139,0.00591663,0.0239725,0.00717006,0.0154424
3R,30945001,30950000,189,0.0121855,0.00463314,0.00421201,0.0324814,0.0120462,0.00918263
3R,30950001,30955000,149,0.00270031,0.00821178,0.00528578,0.0184822,0.00239182,0.00992401
3R,30955001,30960000,133,0.00686863,0.0161384,0.000588701,0.0145454,0.00268591,0.0104535
3R,30960001,30965000,160,0.00814955,0.00600494,0.00786126,0.0229493,0.0107757,0.0173629
3R,30965001,30970000,91,0.00908092,0.00936051,0.00568552,0.0194975,0.00698636,0.00855102
3R,30970001,30975000,126,0.00820685,0.0102064,0.00698157,0.0213387,0.00787757,0.0139252
3R,30975001,30980000,156,0.00807371,0.00453535,0.00703636,0.0172016,0.0136643,0.0121489
3R,30980001,30985000,156,0.0029503,0.00740648,0.00525647,0.0201466,0.00634654,0.014215
3R,30985001,30990000,138,0.00988316,0.00486594,0.022044,0.0190793,0.00781285,0.0220349
3R,30990001,30995000,159,0.01637,0.0109377,0.0111331,0.0155379,0.00973049,0.0185654
3R,30995001,31000000,125,0.0103207,0.0088887,0.015057,0.0333895,0.0267778,0.0343779
3R,31000001,31005000,148,0.00136221,0.00458631,0.00642707,0.01062,0.00442383,0.0198859
3R,31005001,31010000,131,0.00341767,0.0101183,0.00479626,0.013467,0.0108039,0.0234022
3R,31010001,31015000,93,0.0123582,0.0181508,0.00807986,0.0238636,0.0192372,0.0200971
3R,31015001,31020000,123,0.00629031,0.000477797,0.00927237,0.0199341,0.0201005,0.0128102
3R,31020001,31025000,157,0.00996039,0.0372732,0.00398833,0.0389197,0.00978629,0.0247391
3R,31025001,31030000,153,0.00257567,0.0183707,0.00646764,0.0227841,0.0124493,0.0293879
3R,31030001,31035000,126,0.00596743,0.0174568,0.00257735,0.0315992,0.00874471,0.025051
3R,31035001,31040000,91,0.00436274,0.0187677,0.00800993,0.0261923,0.0120143,0.0305269
3R,31040001,31045000,158,0.0108181,0.0100399,0.00228762,0.0346511,0.0228711,0.0178058
3R,31045001,31050000,158,0.0145418,0.0122748,0.00768596,0.0395296,0.0193643,0.023313
3R,31050001,31055000,155,0.0189408,0.0114892,0.0056673,0.044948,0.0367475,0.0155636
3R,31055001,31060000,64,0.00149674,0.0140407,-0.000854204,0.0292684,0.00474698,0.0103009
3R,31060001,31065000,164,0.00491715,0.0136519,0.000333972,0.0199011,0.010088,0.020414
3R,31065001,31070000,139,0.0073707,0.0105189,0.00720939,0.0282932,0.012099,0.0281432
3R,31070001,31075000,131,0.00777459,0.00920744,0.0107824,0.0378678,0.0152578,0.0284845
3R,31075001,31080000,0,nan,nan,nan,nan,nan,nan
3R,31080001,31085000,110,0.00205063,0.0201001,0.00803439,0.0380729,0.0147509,0.0217315
3R,31085001,31090000,148,0.00231038,0.014644,0.00196512,0.0280691,0.00834404,0.0168922
3R,31090001,31095000,125,0.000366462,0.0130405,0.000172539,0.016977,0.00184458,0.0123406
3R,31095001,31100000,118,0.00313939,0.0201516,0.00658892,0.024696,0.0156451,0.0091551
3R,31100001,31105000,152,0.00471393,0.014919,0.00718035,0.0376567,0.0127409,0.0160207
3R,31105001,31110000,190,0.00510397,0.0101723,0.00763063,0.0324042,0.0199722,0.00855784
3R,31110001,31115000,194,0.00258812,0.0030676,0.0110041,0.0117994,0.0146791,0.0143104
3R,31115001,31120000,165,0.0107568,0.0312327,0.00722762,0.0127066,0.0100671,0.0245857
3R,31120001,31125000,141,0.00574469,0.0038615,0.00688873,0.00950458,0.0088264,0.0149096
3R,31125001,31130000,124,0.00207359,0.000978507,-0.00160245,0.00923632,0.00905229,0.00373884
3R,31130001,31135000,157,0.00245234,0.000396661,-0.000425423,0.0128136,0.00948628,0.00395036
3R,31135001,31140000,182,0.009352,0.00301389,0.00772389,0.0216592,0.0309757,0.0248557
3R,31140001,31145000,117,0.0219243,0.00551227,0.00867032,0.0538754,0.0176251,0.0300734
3R,31145001,31150000,184,0.00913498,0.0259468,0.00371521,0.0165268,0.00882955,0.0303722
3R,31150001,31155000,152,0.00323175,0.0232727,0.00449242,0.0256085,0.0122039,0.0321504
3R,31155001,31160000,135,0.00550014,0.0151336,0.00119417,0.0309022,0.0122191,0.0195864
3R,31160001,31165000,182,0.000761472,0.0228021,0.000892263,0.0287134,0.000542225,0.0272194
3R,31165001,31170000,158,0.00285508,0.0116517,0.00223879,0.0305694,0.0128137,0.0201095
3R,31170001,31175000,155,0.00932678,0.00570688,0.0028993,0.0309658,0.00781215,0.0196151
3R,31175001,31180000,178,0.0112826,0.0117914,0.00522791,0.0249817,0.0112865,0.0319883
3R,31180001,31185000,111,0.0161281,0.00351454,0.0040697,0.0270899,0.0133441,0.0113885
3R,31185001,31190000,126,0.0152614,0.0106787,0.0161626,0.0374041,0.0103077,0.0438825
3R,31190001,31195000,130,0.00664469,0.0117169,0.00953922,0.0341241,0.0169357,0.0247922
3R,31195001,31200000,136,0.019947,0.00347192,0.0109007,0.035961,0.00732431,0.0250742
3R,31200001,31205000,125,0.0147163,0.0111471,0.00232033,0.0525,0.0121801,0.02114
3R,31205001,31210000,104,0.00344824,0.00130346,-0.00163103,0.0123483,0.0013452,0.00400426
3R,31210001,31215000,109,0.00662228,0.0155449,-0.00140161,0.04446,0.00796873,0.0157636
3R,31215001,31220000,6,0.00317525,0.0155713,0.0136874,0.0388424,0.0422962,-0.000292048
3R,31220001,31225000,33,0.00706972,0.0125199,0.0160332,0.0261252,0.0130374,0.0144692
3R,31225001,31230000,79,0.0175421,0.038648,0.00511067,0.0690129,0.0310489,0.0518105
3R,31230001,31235000,122,0.0216983,0.0137944,0.00480956,0.0619853,0.02257,0.0268806
3R,31235001,31240000,142,0.0208587,0.0113411,0.00811746,0.0511878,0.0084475,0.0252014
3R,31240001,31245000,152,0.015077,0.00862207,0.00342745,0.0301751,0.0187278,0.0147763
3R,31245001,31250000,116,0.0288338,0.0112202,0.00372853,0.0711974,0.0309222,0.0299189
3R,31250001,31255000,149,0.00907897,0.00691152,0.00130892,0.0300971,0.0214912,0.00932786
3R,31255001,31260000,145,0.00915692,0.00575392,0.00369571,0.0214521,0.0147007,0.0150903
3R,31260001,31265000,98,0.00981713,0.00311795,0.00256047,0.0320687,0.0133233,0.0150957
3R,31265001,31270000,141,0.00945881,0.00948919,0.00149757,0.0272735,0.0196667,0.0227577
3R,31270001,31275000,161,0.00548452,0.00995492,0.00631504,0.0234829,0.0232924,0.0202665
3R,31275001,31280000,124,0.0113812,0.0125308,0.00539027,0.0326138,0.0144854,0.0208519
3R,31280001,31285000,0,nan,nan,nan,nan,nan,nan
3R,31285001,31290000,107,0.0192843,0.0228596,0.0019477,0.0758596,0.020267,0.0295151
3R,31290001,31295000,99,0.0109617,0.00934165,0.00326468,0.0360997,0.0101725,0.0212767
3R,31295001,31300000,128,0.0210938,0.0104427,0.00358463,0.0324326,0.0204815,0.0174095
3R,31300001,31305000,183,0.0122569,0.020343,0.00300197,0.0229375,0.0180677,0.0412588
3R,31305001,31310000,158,0.00842264,0.0175518,0.00253065,0.0385074,0.0206967,0.0304836
3R,31310001,31315000,139,0.0266866,0.031542,0.00647608,0.0676439,0.0504978,0.0634168
3R,31315001,31320000,122,0.00553549,0.0190681,0.00422781,0.0396973,0.0114909,0.0286505
3R,31320001,31325000,131,0.0155907,0.0117377,0.0032175,0.0480058,0.010314,0.0258845
3R,31325001,31330000,120,0.0121077,0.0138895,0.00278941,0.0320993,0.0124199,0.0235787
3R,31330001,31335000,11,0.00123364,0.011459,0.00177883,0.0185601,0.00537592,0.0140652
3R,31335001,31340000,91,0.00556081,0.0106412,0.00540245,0.013243,0.003532,0.00987952
3R,31340001,31345000,182,0.00866482,0.00783124,0.00449695,0.0145855,0.0118876,0.0090049
3R,31345001,31350000,128,0.0150194,0.00302111,0.00641437,0.0332878,0.0181794,0.0109555
3R,31350001,31355000,110,0.0132457,0.00883043,0.00564041,0.0314997,0.028581,0.0117307
3R,31355001,31360000,133,0.00665681,0.0143578,0.0104937,0.026593,0.0207818,0.0152835
3R,31360001,31365000,126,0.0192954,0.0148697,0.00649106,0.0323063,0.0181888,0.0106849
3R,31365001,31370000,130,0.0352195,0.00824877,0.00472886,0.0625224,0.0235262,0.0192983
3R,31370001,31375000,99,0.0189027,0.00280783,0.0267338,0.0149842,0.0373794,0.0230295
3R,31375001,31380000,120,0.0246866,0.0158526,0.00611958,0.0308629,0.0247626,0.01776
3R,31380001,31385000,152,0.0239031,0.00883347,0.0194997,0.042198,0.0463415,0.0152142
3R,31385001,31390000,149,0.0297352,0.00787822,0.00698661,0.0345861,0.0470156,0.0261515
3R,31390001,31395000,105,0.00970333,0.00441375,0.0098027,0.0179318,0.0312255,0.008287
3R,31395001,31400000,87,0.0228306,0.0104307,0.00689332,0.065412,0.0351453,0.0212968
3R,31400001,31405000,85,0.0212771,0.00440394,0.0119857,0.0392947,0.0254694,0.0303908
3R,31405001,31410000,124,0.0188924,0.00291156,0.00862054,0.0220608,0.0258723,0.0219061
3R,31410001,31415000,73,0.0148159,0.00792467,0.00713621,0.0192295,0.0335824,0.0370108
3R,31415001,31420000,30,0.0205851,0.00469062,-0.00111696,0.0322129,0.0298621,0.0183402
3R,31420001,31425000,92,0.0143524,0.0123541,0.0068237,0.0324499,0.00532205,0.0285574
3R,31425001,31430000,103,0.0212479,0.0157553,0.0032818,0.0297754,0.0310026,0.033316
3R,31430001,31435000,130,0.0186359,0.0175357,-7.64672e-05,0.0276167,0.0285962,0.0289169
3R,31435001,31440000,108,0.0191566,0.0191144,0.00827273,0.0348839,0.0260648,0.0426424
3R,31440001,31445000,75,0.0087284,0.00975739,0.00103955,0.00800188,0.018884,0.0231109
3R,31445001,31450000,103,0.0284171,0.0100933,0.00498013,0.0181837,0.0217105,0.01761
3R,31450001,31455000,79,0.00903813,0.00500865,0.00142897,0.0145701,0.0205999,0.0212086
3R,31455001,31460000,48,0.0309889,0.00707847,0.00065707,0.0272286,0.0160406,0.00959742
3R,31460001,31465000,36,0.0168819,0.000423809,0.00879174,0.011075,0.0220551,0.0125544
3R,31465001,31470000,57,0.0100278,0.00814256,0.00243889,0.00995594,0.00516593,0.00915038
3R,31470001,31475000,52,0.0107141,5.56512e-05,0.0028195,0.00677889,0.00601877,0.00590669
3R,31475001,31480000,67,0.010483,0.00495791,0.00194136,0.0146142,0.00472274,0.0130836
3R,31480001,31485000,53,0.0116612,0.0107714,0.00128697,0.00984746,0.0072895,0.00871788
3R,31485001,31490000,89,0.00480864,0.00710441,0.000123754,0.0158029,0.00576111,0.0111287
3R,31490001,31495000,74,0.00495964,0.0174148,0.00266095,0.0226611,0.00374815,0.00465618
3R,31495001,31500000,58,0.00838648,0.0108834,-0.000289846,0.014863,0.000224594,0.0140494
3R,31500001,31505000,64,0.00956207,0.00735521,0.014312,0.0209491,0.00750433,0.0254166
3R,31505001,31510000,48,0.00158192,0.0150735,-0.00168134,0.0220881,0.00476493,0.0182933
3R,31510001,31515000,90,0.0294647,0.0109367,0.00158577,0.0401282,0.0326146,0.0107323
3R,31515001,31520000,102,0.00911819,0.0187023,0.000678479,0.021671,0.00959355,0.0100273
3R,31520001,31525000,109,0.000325793,0.0287895,0.0136925,0.0274039,0.00767357,0.0139125
3R,31525001,31530000,95,0.000447405,0.0126831,0.00281453,0.0177393,0.00894073,0.00333273
3R,31530001,31535000,77,0.0198073,0.0144237,0.00542741,0.0235682,0.0218532,0.0100374
3R,31535001,31540000,57,0.0248646,0.0103158,0.000630329,0.062278,0.0276508,0.0145731
3R,31540001,31545000,56,0.0231599,0.0154737,0.00512026,0.029707,0.0255559,0.0201077
3R,31545001,31550000,50,0.0110665,0.0101842,0.00430239,0.0273878,0.0212044,0.019718
3R,31550001,31555000,85,0.0258814,0.0108051,0.00381454,0.045624,0.0493993,0.0288269
3R,31555001,31560000,74,0.00531628,0.011567,0.00461151,0.030191,0.0179068,0.0121221
3R,31560001,31565000,59,0.0141582,0.00785926,0.00775823,0.042298,0.0246442,0.00937058
3R,31565001,31570000,101,0.0113666,0.00918956,0.0065646,0.0293282,0.0333233,0.0144033
3R,31570001,31575000,48,0.0310656,0.0106238,0.0198155,0.0575778,0.098811,0.0130567
3R,31575001,31580000,22,0.0122932,0.012465,0.0128042,0.05845,0.0646028,0.0011567
3R,31580001,31585000,44,0.0130033,0.00896865,0.00795226,0.0345428,0.0327029,0.00165638
3R,31585001,31590000,42,0.0251627,0.000410452,0.00777972,0.0222444,0.0562087,0.0148311
3R,31590001,31595000,55,0.0146991,0.0148817,0.0211938,0.0253674,0.0156637,0.0094763
3R,31595001,31600000,46,0.0143904,0.0151061,0.0167539,0.0464117,0.0418911,0.0169418
3R,31600001,31605000,59,0.00854729,0.00801547,-0.00159481,0.0267122,0.0135775,0.0148504
3R,31605001,31610000,61,0.00918297,0.00474846,0.00380551,0.0297638,0.0151425,0.00951253
3R,31610001,31615000,27,0.0119191,-0.00104537,0.00251674,0.0119183,0.0138505,0.00853805
3R,31615001,31620000,72,0.0144105,0.00469985,0.00387513,0.00778648,0.0215283,0.0142104
3R,31620001,31625000,75,0.0233052,0.00471693,0.00220758,0.0292666,0.0214768,0.013138
3R,31625001,31630000,131,0.0180475,-0.000828527,0.0105266,0.0205698,0.00632639,0.017854
3R,31630001,31635000,96,0.00748286,0.006958,0.0114411,0.0212959,0.0112551,0.0196879
3R,31635001,31640000,110,0.00998459,0.00188431,0.00917322,0.0208929,0.0185534,0.0230167
3R,31640001,31645000,104,0.0137918,0.00536463,0.00601236,0.0142937,0.0226766,0.0153475
3R,31645001,31650000,113,0.020462,0.0119896,0.00462693,0.0333954,0.0248116,0.0145936
3R,31650001,31655000,126,0.0145097,0.0179204,0.00786588,0.0590606,0.00891046,0.0491976
3R,31655001,31660000,78,0.017556,0.00622412,0.00240387,0.0320809,0.014233,0.0164629
3R,31660001,31665000,60,0.0142192,0.0126178,0.00649299,0.0412533,0.0121279,0.0340492
3R,31665001,31670000,68,0.0138912,0.0228504,0.0124467,0.0556902,0.0133341,0.0556128
3R,31670001,31675000,59,0.0105325,0.018609,0.0164084,0.0605322,0.00381797,0.0639896
3R,31675001,31680000,74,0.0154634,0.00842381,0.0108968,0.0357985,0.00270703,0.0290371
3R,31680001,31685000,71,0.0140327,0.00936998,0.00355062,0.0317452,0.0156348,0.0156557
3R,31685001,31690000,79,0.00885195,0.00937386,0.00847041,0.0266787,0.0103782,0.0122786
3R,31690001,31695000,28,0.00526602,0.011331,0.00875489,0.0193849,0.00799887,0.0164149
3R,31695001,31700000,71,0.0040647,0.00700374,0.00591973,0.01699,0.00407928,0.0223012
3R,31700001,31705000,81,0.00970779,0.00887355,0.00135123,0.0266053,0.0125978,0.0113491
3R,31705001,31710000,72,0.00842347,0.00562338,0.0037554,0.0165193,0.0109337,0.0165726
3R,31710001,31715000,67,0.0109322,0.00394059,0.0138252,0.0114308,0.00949367,0.0237048
3R,31715001,31720000,69,0.00502286,0.00899861,0.00602465,0.0103692,0.00463511,0.0249691
3R,31720001,31725000,59,0.00728976,0.0150036,0.0103539,0.017864,0.0165571,0.0326954
3R,31725001,31730000,40,0.0059018,0.0182906,-0.00104174,0.0112359,0.00402836,0.0238325
3R,31730001,31735000,33,0.011541,0.0144064,0.0132286,0.00592438,0.0158522,0.0329973
3R,31735001,31740000,41,0.0368757,0.0134666,0.00774804,0.0210438,0.0600582,0.0376856
3R,31740001,31745000,40,0.0168916,0.0156249,0.012812,0.0247646,0.0237228,0.0180671
3R,31745001,31750000,41,0.0204692,0.0168127,0.00169642,0.0209615,0.0147401,0.0232259
3R,31750001,31755000,54,0.0254507,0.0283375,0.00347589,0.0174051,0.0237516,0.0370889
3R,31755001,31760000,51,0.0418803,0.0210846,0.00444117,0.0163309,0.0609737,0.0373807
3R,31760001,31765000,41,0.0352953,0.00393569,0.00112097,0.0177924,0.0385498,0.0122573
3R,31765001,31770000,36,0.0264195,0.00691626,0.00161826,0.0308331,0.0345628,0.0145569
3R,31770001,31775000,30,0.0533582,0.0218305,-0.00232225,0.0244358,0.0542544,0.0332847
3R,31775001,31780000,43,0.0530574,0.0137798,0.00702033,0.0269125,0.0456417,0.0244428
3R,31780001,31785000,18,0.0665945,0.0156939,-0.000297909,0.0415297,0.0452456,0.0189572
3R,31785001,31790000,46,0.0496448,0.00843819,-0.0024175,0.0326193,0.0521569,0.012817
3R,31790001,31795000,42,0.0569393,0.00726647,0.000422691,0.04009,0.0359232,0.00566661
3R,31795001,31800000,30,0.0719709,0.0102516,-0.00174542,0.0476711,0.0529453,0.00770082
3R,31800001,31805000,47,0.06124,0.0132993,0.00389773,0.0456145,0.0431096,0.0134061
3R,31805001,31810000,48,0.0389304,0.0139016,0.000820606,0.0280164,0.0288788,0.00834886
3R,31810001,31815000,42,0.0762432,0.0223827,0.00723897,0.0360666,0.040644,0.0130809
3R,31815001,31820000,52,0.0673403,0.0216426,0.0132128,0.0385405,0.0300457,0.0166145
3R,31820001,31825000,58,0.0388639,0.0278844,0.0053901,0.0145261,0.01575,0.0112406
3R,31825001,31830000,58,0.0381636,0.0083523,0.00829258,0.0260755,0.0206952,0.0120452
3R,31830001,31835000,46,0.0260297,0.0481979,0.00328911,0.0444909,0.0111423,0.0350486
3R,31835001,31840000,33,0.0299666,0.0370881,0.00398065,0.0548278,0.0118868,0.0387197
3R,31840001,31845000,50,0.0149984,0.0385567,0.000500646,0.0622773,0.0131766,0.0551237
3R,31845001,31850000,51,0.0178432,0.0366745,0.00382861,0.0347708,0.0236077,0.0461768
3R,31850001,31855000,61,0.0177487,0.0200733,-0.000547448,0.0156217,0.0219811,0.0241569
3R,31855001,31860000,58,0.0243652,0.0275524,0.00146929,0.0458789,0.0204281,0.0316375
3R,31860001,31865000,47,0.0251402,0.0270745,0.00710263,0.0228516,0.0187076,0.0253302
3R,31865001,31870000,57,0.0132888,0.0205421,0.00633425,0.0408192,0.0144691,0.043201
3R,31870001,31875000,55,0.00125348,0.0204779,0.00249018,0.0213697,0.0107882,0.0421173
3R,31875001,31880000,54,0.00243879,0.0152021,-0.000927468,0.019562,0.0014545,0.0265889
3R,31880001,31885000,47,0.00231031,0.0472558,0.0024118,0.0647438,0.00708609,0.072211
3R,31885001,31890000,37,0.0123991,0.0118908,0.00136682,0.0555915,0.03787,0.003227
3R,31890001,31895000,0,nan,nan,nan,nan,nan,nan
3R,31895001,31900000,34,0.00224032,0.0240689,0.00152657,0.037469,0.0180172,0.0255501
3R,31900001,31905000,64,0.00694203,0.0321465,0.00310077,0.0257484,0.0291829,0.0572533
